date,year,tournament,stage,home_team,away_team,home_goals,away_goals,result,extra_time,penalty_shootout
1990-06-09,1990,1990 FIFA World Cup,group stage,Italy,Austria,1,0,H,0,0
1990-06-10,1990,1990 FIFA World Cup,group stage,Brazil,Sweden,2,1,H,0,0
1990-06-10,1990,1990 FIFA World Cup,group stage,West Germany,Yugoslavia,4,1,H,0,0
1990-06-10,1990,1990 FIFA World Cup,group stage,United States,Czechoslovakia,1,5,A,0,0
1990-06-11,1990,1990 FIFA World Cup,group stage,England,Republic of Ireland,1,1,D,0,0
1990-06-11,1990,1990 FIFA World Cup,group stage,Costa Rica,Scotland,1,0,H,0,0
1990-06-12,1990,1990 FIFA World Cup,group stage,Belgium,South Korea,2,0,H,0,0
1990-06-12,1990,1990 FIFA World Cup,group stage,Netherlands,Egypt,1,1,D,0,0
1990-06-13,1990,1990 FIFA World Cup,group stage,Uruguay,Spain,0,0,D,0,0
1990-06-13,1990,1990 FIFA World Cup,group stage,Argentina,Soviet Union,2,0,H,0,0
1990-06-14,1990,1990 FIFA World Cup,group stage,Cameroon,Romania,2,1,H,0,0
1990-06-14,1990,1990 FIFA World Cup,group stage,Yugoslavia,Colombia,1,0,H,0,0
1990-06-14,1990,1990 FIFA World Cup,group stage,Italy,United States,1,0,H,0,0
1990-06-15,1990,1990 FIFA World Cup,group stage,Austria,Czechoslovakia,0,1,A,0,0
1990-06-15,1990,1990 FIFA World Cup,group stage,West Germany,United Arab Emirates,5,1,H,0,0
1990-06-16,1990,1990 FIFA World Cup,group stage,Brazil,Costa Rica,1,0,H,0,0
1990-06-16,1990,1990 FIFA World Cup,group stage,Sweden,Scotland,1,2,A,0,0
1990-06-16,1990,1990 FIFA World Cup,group stage,England,Netherlands,0,0,D,0,0
1990-06-17,1990,1990 FIFA World Cup,group stage,South Korea,Spain,1,3,A,0,0
1990-06-17,1990,1990 FIFA World Cup,group stage,Belgium,Uruguay,3,1,H,0,0
1990-06-17,1990,1990 FIFA World Cup,group stage,Republic of Ireland,Egypt,0,0,D,0,0
1990-06-18,1990,1990 FIFA World Cup,group stage,Argentina,Romania,1,1,D,0,0
1990-06-18,1990,1990 FIFA World Cup,group stage,Cameroon,Soviet Union,0,4,A,0,0
1990-06-19,1990,1990 FIFA World Cup,group stage,West Germany,Colombia,1,1,D,0,0
1990-06-19,1990,1990 FIFA World Cup,group stage,Yugoslavia,United Arab Emirates,4,1,H,0,0
1990-06-19,1990,1990 FIFA World Cup,group stage,Austria,United States,2,1,H,0,0
1990-06-19,1990,1990 FIFA World Cup,group stage,Italy,Czechoslovakia,2,0,H,0,0
1990-06-20,1990,1990 FIFA World Cup,group stage,Brazil,Scotland,1,0,H,0,0
1990-06-20,1990,1990 FIFA World Cup,group stage,Sweden,Costa Rica,1,2,A,0,0
1990-06-21,1990,1990 FIFA World Cup,group stage,Belgium,Spain,1,2,A,0,0
1990-06-21,1990,1990 FIFA World Cup,group stage,South Korea,Uruguay,0,1,A,0,0
1990-06-21,1990,1990 FIFA World Cup,group stage,England,Egypt,1,0,H,0,0
1990-06-21,1990,1990 FIFA World Cup,group stage,Republic of Ireland,Netherlands,1,1,D,0,0
1990-06-23,1990,1990 FIFA World Cup,round of 16,Czechoslovakia,Costa Rica,4,1,H,0,0
1990-06-23,1990,1990 FIFA World Cup,round of 16,Cameroon,Colombia,2,1,H,1,0
1990-06-24,1990,1990 FIFA World Cup,round of 16,Brazil,Argentina,0,1,A,0,0
1990-06-24,1990,1990 FIFA World Cup,round of 16,West Germany,Netherlands,2,1,H,0,0
1990-06-25,1990,1990 FIFA World Cup,round of 16,Republic of Ireland,Romania,0,0,H,1,1
1990-06-25,1990,1990 FIFA World Cup,round of 16,Italy,Uruguay,2,0,H,0,0
1990-06-26,1990,1990 FIFA World Cup,round of 16,Spain,Yugoslavia,1,2,A,1,0
1990-06-26,1990,1990 FIFA World Cup,round of 16,England,Belgium,1,0,H,1,0
1990-06-30,1990,1990 FIFA World Cup,quarter-finals,Argentina,Yugoslavia,0,0,H,1,1
1990-06-30,1990,1990 FIFA World Cup,quarter-finals,Republic of Ireland,Italy,0,1,A,0,0
1990-07-01,1990,1990 FIFA World Cup,quarter-finals,Czechoslovakia,West Germany,0,1,A,0,0
1990-07-01,1990,1990 FIFA World Cup,quarter-finals,Cameroon,England,2,3,A,1,0
1990-07-03,1990,1990 FIFA World Cup,semi-finals,Argentina,Italy,1,1,H,1,1
1990-07-04,1990,1990 FIFA World Cup,semi-finals,West Germany,England,1,1,H,1,1
1990-07-07,1990,1990 FIFA World Cup,third-place match,Italy,England,2,1,H,0,0
1990-07-08,1990,1990 FIFA World Cup,final,West Germany,Argentina,1,0,H,0,0
1994-06-17,1994,1994 FIFA World Cup,group stage,Germany,Bolivia,1,0,H,0,0
1994-06-17,1994,1994 FIFA World Cup,group stage,Spain,South Korea,2,2,D,0,0
1994-06-18,1994,1994 FIFA World Cup,group stage,United States,Switzerland,1,1,D,0,0
1994-06-18,1994,1994 FIFA World Cup,group stage,Italy,Republic of Ireland,0,1,A,0,0
1994-06-18,1994,1994 FIFA World Cup,group stage,Colombia,Romania,1,3,A,0,0
1994-06-19,1994,1994 FIFA World Cup,group stage,Belgium,Morocco,1,0,H,0,0
1994-06-19,1994,1994 FIFA World Cup,group stage,Norway,Mexico,1,0,H,0,0
1994-06-19,1994,1994 FIFA World Cup,group stage,Cameroon,Sweden,2,2,D,0,0
1994-06-20,1994,1994 FIFA World Cup,group stage,Brazil,Russia,2,0,H,0,0
1994-06-20,1994,1994 FIFA World Cup,group stage,Netherlands,Saudi Arabia,2,1,H,0,0
1994-06-21,1994,1994 FIFA World Cup,group stage,Argentina,Greece,4,0,H,0,0
1994-06-21,1994,1994 FIFA World Cup,group stage,Germany,Spain,1,1,D,0,0
1994-06-21,1994,1994 FIFA World Cup,group stage,Nigeria,Bulgaria,3,0,H,0,0
1994-06-22,1994,1994 FIFA World Cup,group stage,Romania,Switzerland,1,4,A,0,0
1994-06-22,1994,1994 FIFA World Cup,group stage,United States,Colombia,2,1,H,0,0
1994-06-23,1994,1994 FIFA World Cup,group stage,South Korea,Bolivia,0,0,D,0,0
1994-06-23,1994,1994 FIFA World Cup,group stage,Italy,Norway,1,0,H,0,0
1994-06-24,1994,1994 FIFA World Cup,group stage,Sweden,Russia,3,1,H,0,0
1994-06-24,1994,1994 FIFA World Cup,group stage,Mexico,Republic of Ireland,2,1,H,0,0
1994-06-24,1994,1994 FIFA World Cup,group stage,Brazil,Cameroon,3,0,H,0,0
1994-06-25,1994,1994 FIFA World Cup,group stage,Belgium,Netherlands,1,0,H,0,0
1994-06-25,1994,1994 FIFA World Cup,group stage,Saudi Arabia,Morocco,2,1,H,0,0
1994-06-25,1994,1994 FIFA World Cup,group stage,Argentina,Nigeria,2,1,H,0,0
1994-06-26,1994,1994 FIFA World Cup,group stage,Bulgaria,Greece,4,0,H,0,0
1994-06-26,1994,1994 FIFA World Cup,group stage,Switzerland,Colombia,0,2,A,0,0
1994-06-26,1994,1994 FIFA World Cup,group stage,United States,Romania,0,1,A,0,0
1994-06-27,1994,1994 FIFA World Cup,group stage,Bolivia,Spain,1,3,A,0,0
1994-06-27,1994,1994 FIFA World Cup,group stage,Germany,South Korea,3,2,H,0,0
1994-06-28,1994,1994 FIFA World Cup,group stage,Italy,Mexico,1,1,D,0,0
1994-06-28,1994,1994 FIFA World Cup,group stage,Republic of Ireland,Norway,0,0,D,0,0
1994-06-28,1994,1994 FIFA World Cup,group stage,Russia,Cameroon,6,1,H,0,0
1994-06-28,1994,1994 FIFA World Cup,group stage,Brazil,Sweden,1,1,D,0,0
1994-06-29,1994,1994 FIFA World Cup,group stage,Morocco,Netherlands,1,2,A,0,0
1994-06-29,1994,1994 FIFA World Cup,group stage,Belgium,Saudi Arabia,0,1,A,0,0
1994-06-30,1994,1994 FIFA World Cup,group stage,Argentina,Bulgaria,0,2,A,0,0
1994-06-30,1994,1994 FIFA World Cup,group stage,Greece,Nigeria,0,2,A,0,0
1994-07-02,1994,1994 FIFA World Cup,round of 16,Germany,Belgium,3,2,H,0,0
1994-07-02,1994,1994 FIFA World Cup,round of 16,Spain,Switzerland,3,0,H,0,0
1994-07-03,1994,1994 FIFA World Cup,round of 16,Saudi Arabia,Sweden,1,3,A,0,0
1994-07-03,1994,1994 FIFA World Cup,round of 16,Romania,Argentina,3,2,H,0,0
1994-07-04,1994,1994 FIFA World Cup,round of 16,Netherlands,Republic of Ireland,2,0,H,0,0
1994-07-04,1994,1994 FIFA World Cup,round of 16,Brazil,United States,1,0,H,0,0
1994-07-05,1994,1994 FIFA World Cup,round of 16,Nigeria,Italy,1,2,A,1,0
1994-07-05,1994,1994 FIFA World Cup,round of 16,Mexico,Bulgaria,1,1,A,1,1
1994-07-09,1994,1994 FIFA World Cup,quarter-finals,Italy,Spain,2,1,H,0,0
1994-07-09,1994,1994 FIFA World Cup,quarter-finals,Netherlands,Brazil,2,3,A,0,0
1994-07-10,1994,1994 FIFA World Cup,quarter-finals,Bulgaria,Germany,2,1,H,0,0
1994-07-10,1994,1994 FIFA World Cup,quarter-finals,Romania,Sweden,2,2,A,1,1
1994-07-13,1994,1994 FIFA World Cup,semi-finals,Sweden,Brazil,0,1,A,0,0
1994-07-13,1994,1994 FIFA World Cup,semi-finals,Bulgaria,Italy,1,2,A,0,0
1994-07-16,1994,1994 FIFA World Cup,third-place match,Sweden,Bulgaria,4,0,H,0,0
1994-07-17,1994,1994 FIFA World Cup,final,Brazil,Italy,0,0,H,1,1
1998-06-10,1998,1998 FIFA World Cup,group stage,Brazil,Scotland,2,1,H,0,0
1998-06-10,1998,1998 FIFA World Cup,group stage,Morocco,Norway,2,2,D,0,0
1998-06-11,1998,1998 FIFA World Cup,group stage,Italy,Chile,2,2,D,0,0
1998-06-11,1998,1998 FIFA World Cup,group stage,Cameroon,Austria,1,1,D,0,0
1998-06-12,1998,1998 FIFA World Cup,group stage,Paraguay,Bulgaria,0,0,D,0,0
1998-06-12,1998,1998 FIFA World Cup,group stage,Saudi Arabia,Denmark,0,1,A,0,0
1998-06-12,1998,1998 FIFA World Cup,group stage,France,South Africa,3,0,H,0,0
1998-06-13,1998,1998 FIFA World Cup,group stage,Spain,Nigeria,2,3,A,0,0
1998-06-13,1998,1998 FIFA World Cup,group stage,South Korea,Mexico,1,3,A,0,0
1998-06-13,1998,1998 FIFA World Cup,group stage,Netherlands,Belgium,0,0,D,0,0
1998-06-14,1998,1998 FIFA World Cup,group stage,Jamaica,Croatia,1,3,A,0,0
1998-06-14,1998,1998 FIFA World Cup,group stage,Argentina,Japan,1,0,H,0,0
1998-06-14,1998,1998 FIFA World Cup,group stage,Yugoslavia,Iran,1,0,H,0,0
1998-06-15,1998,1998 FIFA World Cup,group stage,England,Tunisia,2,0,H,0,0
1998-06-15,1998,1998 FIFA World Cup,group stage,Romania,Colombia,1,0,H,0,0
1998-06-15,1998,1998 FIFA World Cup,group stage,Germany,United States,2,0,H,0,0
1998-06-16,1998,1998 FIFA World Cup,group stage,Scotland,Norway,1,1,D,0,0
1998-06-16,1998,1998 FIFA World Cup,group stage,Brazil,Morocco,3,0,H,0,0
1998-06-17,1998,1998 FIFA World Cup,group stage,Chile,Austria,1,1,D,0,0
1998-06-17,1998,1998 FIFA World Cup,group stage,Italy,Cameroon,3,0,H,0,0
1998-06-18,1998,1998 FIFA World Cup,group stage,South Africa,Denmark,1,1,D,0,0
1998-06-18,1998,1998 FIFA World Cup,group stage,France,Saudi Arabia,4,0,H,0,0
1998-06-19,1998,1998 FIFA World Cup,group stage,Spain,Paraguay,0,0,D,0,0
1998-06-19,1998,1998 FIFA World Cup,group stage,Nigeria,Bulgaria,1,0,H,0,0
1998-06-20,1998,1998 FIFA World Cup,group stage,Belgium,Mexico,2,2,D,0,0
1998-06-20,1998,1998 FIFA World Cup,group stage,Netherlands,South Korea,5,0,H,0,0
1998-06-20,1998,1998 FIFA World Cup,group stage,Japan,Croatia,0,1,A,0,0
1998-06-21,1998,1998 FIFA World Cup,group stage,United States,Iran,1,2,A,0,0
1998-06-21,1998,1998 FIFA World Cup,group stage,Germany,Yugoslavia,2,2,D,0,0
1998-06-21,1998,1998 FIFA World Cup,group stage,Argentina,Jamaica,5,0,H,0,0
1998-06-22,1998,1998 FIFA World Cup,group stage,Colombia,Tunisia,1,0,H,0,0
1998-06-22,1998,1998 FIFA World Cup,group stage,Romania,England,2,1,H,0,0
1998-06-23,1998,1998 FIFA World Cup,group stage,Chile,Cameroon,1,1,D,0,0
1998-06-23,1998,1998 FIFA World Cup,group stage,Italy,Austria,2,1,H,0,0
1998-06-23,1998,1998 FIFA World Cup,group stage,Brazil,Norway,1,2,A,0,0
1998-06-23,1998,1998 FIFA World Cup,group stage,Scotland,Morocco,0,3,A,0,0
1998-06-24,1998,1998 FIFA World Cup,group stage,France,Denmark,2,1,H,0,0
1998-06-24,1998,1998 FIFA World Cup,group stage,South Africa,Saudi Arabia,2,2,D,0,0
1998-06-24,1998,1998 FIFA World Cup,group stage,Nigeria,Paraguay,1,3,A,0,0
1998-06-24,1998,1998 FIFA World Cup,group stage,Spain,Bulgaria,6,1,H,0,0
1998-06-25,1998,1998 FIFA World Cup,group stage,Germany,Iran,2,0,H,0,0
1998-06-25,1998,1998 FIFA World Cup,group stage,United States,Yugoslavia,0,1,A,0,0
1998-06-25,1998,1998 FIFA World Cup,group stage,Belgium,South Korea,1,1,D,0,0
1998-06-25,1998,1998 FIFA World Cup,group stage,Netherlands,Mexico,2,2,D,0,0
1998-06-26,1998,1998 FIFA World Cup,group stage,Argentina,Croatia,1,0,H,0,0
1998-06-26,1998,1998 FIFA World Cup,group stage,Japan,Jamaica,1,2,A,0,0
1998-06-26,1998,1998 FIFA World Cup,group stage,Colombia,England,0,2,A,0,0
1998-06-26,1998,1998 FIFA World Cup,group stage,Romania,Tunisia,1,1,D,0,0
1998-06-27,1998,1998 FIFA World Cup,round of 16,Italy,Norway,1,0,H,0,0
1998-06-27,1998,1998 FIFA World Cup,round of 16,Brazil,Chile,4,1,H,0,0
1998-06-28,1998,1998 FIFA World Cup,round of 16,Nigeria,Denmark,1,4,A,0,0
1998-06-28,1998,1998 FIFA World Cup,round of 16,France,Paraguay,1,0,H,1,0
1998-06-29,1998,1998 FIFA World Cup,round of 16,Germany,Mexico,2,1,H,0,0
1998-06-29,1998,1998 FIFA World Cup,round of 16,Netherlands,Yugoslavia,2,1,H,0,0
1998-06-30,1998,1998 FIFA World Cup,round of 16,Romania,Croatia,0,1,A,0,0
1998-06-30,1998,1998 FIFA World Cup,round of 16,Argentina,England,2,2,H,1,1
1998-07-03,1998,1998 FIFA World Cup,quarter-finals,Brazil,Denmark,3,2,H,0,0
1998-07-03,1998,1998 FIFA World Cup,quarter-finals,Italy,France,0,0,A,1,1
1998-07-04,1998,1998 FIFA World Cup,quarter-finals,Germany,Croatia,0,3,A,0,0
1998-07-04,1998,1998 FIFA World Cup,quarter-finals,Netherlands,Argentina,2,1,H,0,0
1998-07-07,1998,1998 FIFA World Cup,semi-finals,Brazil,Netherlands,1,1,H,1,1
1998-07-08,1998,1998 FIFA World Cup,semi-finals,France,Croatia,2,1,H,0,0
1998-07-11,1998,1998 FIFA World Cup,third-place match,Netherlands,Croatia,1,2,A,0,0
1998-07-12,1998,1998 FIFA World Cup,final,Brazil,France,0,3,A,0,0
2002-05-31,2002,2002 FIFA World Cup,group stage,France,Senegal,0,1,A,0,0
2002-06-01,2002,2002 FIFA World Cup,group stage,Republic of Ireland,Cameroon,1,1,D,0,0
2002-06-01,2002,2002 FIFA World Cup,group stage,Uruguay,Denmark,1,2,A,0,0
2002-06-01,2002,2002 FIFA World Cup,group stage,Germany,Saudi Arabia,8,0,H,0,0
2002-06-02,2002,2002 FIFA World Cup,group stage,Argentina,Nigeria,1,0,H,0,0
2002-06-02,2002,2002 FIFA World Cup,group stage,Paraguay,South Africa,2,2,D,0,0
2002-06-02,2002,2002 FIFA World Cup,group stage,England,Sweden,1,1,D,0,0
2002-06-02,2002,2002 FIFA World Cup,group stage,Spain,Slovenia,3,1,H,0,0
2002-06-03,2002,2002 FIFA World Cup,group stage,Italy,Ecuador,2,0,H,0,0
2002-06-03,2002,2002 FIFA World Cup,group stage,Croatia,Mexico,0,1,A,0,0
2002-06-03,2002,2002 FIFA World Cup,group stage,Brazil,Turkey,2,1,H,0,0
2002-06-04,2002,2002 FIFA World Cup,group stage,China,Costa Rica,0,2,A,0,0
2002-06-04,2002,2002 FIFA World Cup,group stage,Japan,Belgium,2,2,D,0,0
2002-06-04,2002,2002 FIFA World Cup,group stage,South Korea,Poland,2,0,H,0,0
2002-06-05,2002,2002 FIFA World Cup,group stage,Russia,Tunisia,2,0,H,0,0
2002-06-05,2002,2002 FIFA World Cup,group stage,United States,Portugal,3,2,H,0,0
2002-06-05,2002,2002 FIFA World Cup,group stage,Germany,Republic of Ireland,1,1,D,0,0
2002-06-06,2002,2002 FIFA World Cup,group stage,France,Uruguay,0,0,D,0,0
2002-06-06,2002,2002 FIFA World Cup,group stage,Denmark,Senegal,1,1,D,0,0
2002-06-06,2002,2002 FIFA World Cup,group stage,Cameroon,Saudi Arabia,1,0,H,0,0
2002-06-07,2002,2002 FIFA World Cup,group stage,Spain,Paraguay,3,1,H,0,0
2002-06-07,2002,2002 FIFA World Cup,group stage,Argentina,England,0,1,A,0,0
2002-06-07,2002,2002 FIFA World Cup,group stage,Sweden,Nigeria,2,1,H,0,0
2002-06-08,2002,2002 FIFA World Cup,group stage,Brazil,China,4,0,H,0,0
2002-06-08,2002,2002 FIFA World Cup,group stage,South Africa,Slovenia,1,0,H,0,0
2002-06-08,2002,2002 FIFA World Cup,group stage,Italy,Croatia,1,2,A,0,0
2002-06-09,2002,2002 FIFA World Cup,group stage,Mexico,Ecuador,2,1,H,0,0
2002-06-09,2002,2002 FIFA World Cup,group stage,Costa Rica,Turkey,1,1,D,0,0
2002-06-09,2002,2002 FIFA World Cup,group stage,Japan,Russia,1,0,H,0,0
2002-06-10,2002,2002 FIFA World Cup,group stage,South Korea,United States,1,1,D,0,0
2002-06-10,2002,2002 FIFA World Cup,group stage,Tunisia,Belgium,1,1,D,0,0
2002-06-10,2002,2002 FIFA World Cup,group stage,Portugal,Poland,4,0,H,0,0
2002-06-11,2002,2002 FIFA World Cup,group stage,Denmark,France,2,0,H,0,0
2002-06-11,2002,2002 FIFA World Cup,group stage,Senegal,Uruguay,3,3,D,0,0
2002-06-11,2002,2002 FIFA World Cup,group stage,Cameroon,Germany,0,2,A,0,0
2002-06-11,2002,2002 FIFA World Cup,group stage,Saudi Arabia,Republic of Ireland,0,3,A,0,0
2002-06-12,2002,2002 FIFA World Cup,group stage,Slovenia,Paraguay,1,3,A,0,0
2002-06-12,2002,2002 FIFA World Cup,group stage,South Africa,Spain,2,3,A,0,0
2002-06-12,2002,2002 FIFA World Cup,group stage,Nigeria,England,0,0,D,0,0
2002-06-12,2002,2002 FIFA World Cup,group stage,Sweden,Argentina,1,1,D,0,0
2002-06-13,2002,2002 FIFA World Cup,group stage,Costa Rica,Brazil,2,5,A,0,0
2002-06-13,2002,2002 FIFA World Cup,group stage,Turkey,China,3,0,H,0,0
2002-06-13,2002,2002 FIFA World Cup,group stage,Ecuador,Croatia,1,0,H,0,0
2002-06-13,2002,2002 FIFA World Cup,group stage,Mexico,Italy,1,1,D,0,0
2002-06-14,2002,2002 FIFA World Cup,group stage,Portugal,South Korea,0,1,A,0,0
2002-06-14,2002,2002 FIFA World Cup,group stage,Poland,United States,3,1,H,0,0
2002-06-14,2002,2002 FIFA World Cup,group stage,Belgium,Russia,3,2,H,0,0
2002-06-14,2002,2002 FIFA World Cup,group stage,Tunisia,Japan,0,2,A,0,0
2002-06-15,2002,2002 FIFA World Cup,round of 16,Germany,Paraguay,1,0,H,0,0
2002-06-15,2002,2002 FIFA World Cup,round of 16,Denmark,England,0,3,A,0,0
2002-06-16,2002,2002 FIFA World Cup,round of 16,Sweden,Senegal,1,2,A,1,0
2002-06-16,2002,2002 FIFA World Cup,round of 16,Spain,Republic of Ireland,1,1,H,1,1
2002-06-17,2002,2002 FIFA World Cup,round of 16,Brazil,Belgium,2,0,H,0,0
2002-06-17,2002,2002 FIFA World Cup,round of 16,Mexico,United States,0,2,A,0,0
2002-06-18,2002,2002 FIFA World Cup,round of 16,South Korea,Italy,2,1,H,1,0
2002-06-18,2002,2002 FIFA World Cup,round of 16,Japan,Turkey,0,1,A,0,0
2002-06-21,2002,2002 FIFA World Cup,quarter-finals,England,Brazil,1,2,A,0,0
2002-06-21,2002,2002 FIFA World Cup,quarter-finals,Germany,United States,1,0,H,0,0
2002-06-22,2002,2002 FIFA World Cup,quarter-finals,Spain,South Korea,0,0,A,1,1
2002-06-22,2002,2002 FIFA World Cup,quarter-finals,Senegal,Turkey,0,1,A,1,0
2002-06-25,2002,2002 FIFA World Cup,semi-finals,Germany,South Korea,1,0,H,0,0
2002-06-26,2002,2002 FIFA World Cup,semi-finals,Brazil,Turkey,1,0,H,0,0
2002-06-29,2002,2002 FIFA World Cup,third-place match,South Korea,Turkey,2,3,A,0,0
2002-06-30,2002,2002 FIFA World Cup,final,Germany,Brazil,0,2,A,0,0
2006-06-09,2006,2006 FIFA World Cup,group stage,Germany,Costa Rica,4,2,H,0,0
2006-06-09,2006,2006 FIFA World Cup,group stage,Poland,Ecuador,0,2,A,0,0
2006-06-10,2006,2006 FIFA World Cup,group stage,England,Paraguay,1,0,H,0,0
2006-06-10,2006,2006 FIFA World Cup,group stage,Trinidad and Tobago,Sweden,0,0,D,0,0
2006-06-10,2006,2006 FIFA World Cup,group stage,Argentina,Ivory Coast,2,1,H,0,0
2006-06-11,2006,2006 FIFA World Cup,group stage,Angola,Portugal,0,1,A,0,0
2006-06-11,2006,2006 FIFA World Cup,group stage,Mexico,Iran,3,1,H,0,0
2006-06-11,2006,2006 FIFA World Cup,group stage,Serbia and Montenegro,Netherlands,0,1,A,0,0
2006-06-12,2006,2006 FIFA World Cup,group stage,Australia,Japan,3,1,H,0,0
2006-06-12,2006,2006 FIFA World Cup,group stage,United States,Czech Republic,0,3,A,0,0
2006-06-12,2006,2006 FIFA World Cup,group stage,Italy,Ghana,2,0,H,0,0
2006-06-13,2006,2006 FIFA World Cup,group stage,South Korea,Togo,2,1,H,0,0
2006-06-13,2006,2006 FIFA World Cup,group stage,France,Switzerland,0,0,D,0,0
2006-06-13,2006,2006 FIFA World Cup,group stage,Brazil,Croatia,1,0,H,0,0
2006-06-14,2006,2006 FIFA World Cup,group stage,Spain,Ukraine,4,0,H,0,0
2006-06-14,2006,2006 FIFA World Cup,group stage,Tunisia,Saudi Arabia,2,2,D,0,0
2006-06-14,2006,2006 FIFA World Cup,group stage,Germany,Poland,1,0,H,0,0
2006-06-15,2006,2006 FIFA World Cup,group stage,Ecuador,Costa Rica,3,0,H,0,0
2006-06-15,2006,2006 FIFA World Cup,group stage,England,Trinidad and Tobago,2,0,H,0,0
2006-06-15,2006,2006 FIFA World Cup,group stage,Sweden,Paraguay,1,0,H,0,0
2006-06-16,2006,2006 FIFA World Cup,group stage,Mexico,Angola,0,0,D,0,0
2006-06-16,2006,2006 FIFA World Cup,group stage,Argentina,Serbia and Montenegro,6,0,H,0,0
2006-06-16,2006,2006 FIFA World Cup,group stage,Netherlands,Ivory Coast,2,1,H,0,0
2006-06-17,2006,2006 FIFA World Cup,group stage,Portugal,Iran,2,0,H,0,0
2006-06-17,2006,2006 FIFA World Cup,group stage,Czech Republic,Ghana,0,2,A,0,0
2006-06-17,2006,2006 FIFA World Cup,group stage,Italy,United States,1,1,D,0,0
2006-06-18,2006,2006 FIFA World Cup,group stage,Japan,Croatia,0,0,D,0,0
2006-06-18,2006,2006 FIFA World Cup,group stage,Brazil,Australia,2,0,H,0,0
2006-06-18,2006,2006 FIFA World Cup,group stage,France,South Korea,1,1,D,0,0
2006-06-19,2006,2006 FIFA World Cup,group stage,Togo,Switzerland,0,2,A,0,0
2006-06-19,2006,2006 FIFA World Cup,group stage,Saudi Arabia,Ukraine,0,4,A,0,0
2006-06-19,2006,2006 FIFA World Cup,group stage,Spain,Tunisia,3,1,H,0,0
2006-06-20,2006,2006 FIFA World Cup,group stage,Paraguay,Trinidad and Tobago,2,0,H,0,0
2006-06-20,2006,2006 FIFA World Cup,group stage,Sweden,England,2,2,D,0,0
2006-06-20,2006,2006 FIFA World Cup,group stage,Costa Rica,Poland,1,2,A,0,0
2006-06-20,2006,2006 FIFA World Cup,group stage,Ecuador,Germany,0,3,A,0,0
2006-06-21,2006,2006 FIFA World Cup,group stage,Iran,Angola,1,1,D,0,0
2006-06-21,2006,2006 FIFA World Cup,group stage,Portugal,Mexico,2,1,H,0,0
2006-06-21,2006,2006 FIFA World Cup,group stage,Ivory Coast,Serbia and Montenegro,3,2,H,0,0
2006-06-21,2006,2006 FIFA World Cup,group stage,Netherlands,Argentina,0,0,D,0,0
2006-06-22,2006,2006 FIFA World Cup,group stage,Czech Republic,Italy,0,2,A,0,0
2006-06-22,2006,2006 FIFA World Cup,group stage,Ghana,United States,2,1,H,0,0
2006-06-22,2006,2006 FIFA World Cup,group stage,Croatia,Australia,2,2,D,0,0
2006-06-22,2006,2006 FIFA World Cup,group stage,Japan,Brazil,1,4,A,0,0
2006-06-23,2006,2006 FIFA World Cup,group stage,Togo,France,0,2,A,0,0
2006-06-23,2006,2006 FIFA World Cup,group stage,Saudi Arabia,Spain,0,1,A,0,0
2006-06-23,2006,2006 FIFA World Cup,group stage,Ukraine,Tunisia,1,0,H,0,0
2006-06-23,2006,2006 FIFA World Cup,group stage,Switzerland,South Korea,2,0,H,0,0
2006-06-24,2006,2006 FIFA World Cup,round of 16,Argentina,Mexico,2,1,H,1,0
2006-06-24,2006,2006 FIFA World Cup,round of 16,Germany,Sweden,2,0,H,0,0
2006-06-25,2006,2006 FIFA World Cup,round of 16,England,Ecuador,1,0,H,0,0
2006-06-25,2006,2006 FIFA World Cup,round of 16,Portugal,Netherlands,1,0,H,0,0
2006-06-26,2006,2006 FIFA World Cup,round of 16,Italy,Australia,1,0,H,0,0
2006-06-26,2006,2006 FIFA World Cup,round of 16,Switzerland,Ukraine,0,0,A,1,1
2006-06-27,2006,2006 FIFA World Cup,round of 16,Brazil,Ghana,3,0,H,0,0
2006-06-27,2006,2006 FIFA World Cup,round of 16,Spain,France,1,3,A,0,0
2006-06-30,2006,2006 FIFA World Cup,quarter-finals,Germany,Argentina,1,1,H,1,1
2006-06-30,2006,2006 FIFA World Cup,quarter-finals,Italy,Ukraine,3,0,H,0,0
2006-07-01,2006,2006 FIFA World Cup,quarter-finals,England,Portugal,0,0,A,1,1
2006-07-01,2006,2006 FIFA World Cup,quarter-finals,Brazil,France,0,1,A,0,0
2006-07-04,2006,2006 FIFA World Cup,semi-finals,Germany,Italy,0,2,A,1,0
2006-07-05,2006,2006 FIFA World Cup,semi-finals,Portugal,France,0,1,A,0,0
2006-07-08,2006,2006 FIFA World Cup,third-place match,Germany,Portugal,3,1,H,0,0
2006-07-09,2006,2006 FIFA World Cup,final,Italy,France,1,1,H,1,1
2010-06-11,2010,2010 FIFA World Cup,group stage,South Africa,Mexico,1,1,D,0,0
2010-06-11,2010,2010 FIFA World Cup,group stage,Uruguay,France,0,0,D,0,0
2010-06-12,2010,2010 FIFA World Cup,group stage,South Korea,Greece,2,0,H,0,0
2010-06-12,2010,2010 FIFA World Cup,group stage,Argentina,Nigeria,1,0,H,0,0
2010-06-12,2010,2010 FIFA World Cup,group stage,England,United States,1,1,D,0,0
2010-06-13,2010,2010 FIFA World Cup,group stage,Algeria,Slovenia,0,1,A,0,0
